doc_id,text,category_1,category_2,sentiment
732,"Many people find fulfillment in having an AI assistant. It can automate tasks, respond to emails, and provide writing feedback. It also reduces anxiety, workload, and increases energy.",2,4,Positive
733,"The show Impractical Jokesters is hilarious and healthy to watch. It is a hidden-camera comedy show which follows 5 comedians. Also, laughing is good for removing stress by lowering cortisol, boosting immunity, and improving mental-health.",3,4,Positive
734,"To improve your sleep, one could try to take melatonin supplements, drink warm milk, or (at home) light a flowery candle.",4,5,Positive
735,"Young families should introduce their children to coding as early as possible. Programming can be taught as a game at lunch, with educational toy robots, or on kid-friendly websites. The easiest language for kids to learn is python.",5,2,Neutral
736,"I read a tweet that you can only rely on reliable sources for news, such as a verified news channel, established newspapers, and occasionally the radio.",1,none,Neutral
737,"It is difficult to self-learn programming. There are too many languages, unverified public datasets, and the terminals can be confusing for a first-time user.",2,none,Negative
738,"National Geographic is a documentary company about nature. It has films, short videos, and magazines on a range of scientific knowledge.",3,none,Neutral
739,"Smoking is injurious to one's health. Over time, it leads to addiction and eventually cancer. It also makes one more susceptible to sickness.",4,none,Negative
740,"For lunch, I had Indian food. This includes a type of Indian bread, a chicken curry, and some raw salad.",5,none,Neutral
741,The mayor gave a speech about harbor safety. Firefighters tested radios near the dock after the city announced a public safety update.,1,none,Neutral
742,"A python program sorted museum tickets. Scanners checked badges during visitor check-in, making the front desk process faster and easier.",2,none,Positive
743,The actor changed the scene during rehearsal. Masks and lanterns made the stage feel mysterious before the evening performance.,3,none,Neutral
744,"Morning yoga improved her posture during recovery. Cushions and stretches made the routine pleasant, useful, and effective.",4,none,Positive
745,The garden table was ready for a picnic. Candles and napkins made the family meal more enjoyable on a quiet afternoon.,5,none,Positive
746,The election report explained the city vote. Ballots and precincts were reviewed carefully before officials shared the public results.,1,none,Neutral
747,The database query failed during testing. Brackets and timestamps caused a frustrating delay while the team searched for the error.,2,none,Negative
748,The song lyrics sounded uneven. Echoes and choruses made the performance disappointing for audience members watching the broadcast.,3,none,Negative
749,The doctor discussed hydration with runners. Charts and bottles helped explain healthy race preparation before the weekend event.,4,none,Neutral
750,The recipe used fresh vegetable slices for dinner. Noodles and herbs added flavor to the meal without making it difficult.,5,none,Neutral
751,"When the gorvenment issued an emergency regulations during Covid-19, scared citizens started panic buying. This rapid hoading led to severe shortages of essential good and choas in marketplace. ",1,5,Negative
752,The average citizen faces a bosy mass challenges because of the failure in regional food suppliesThe lack of accessible medical care inflict a long term metabolic problem. ,4,5,Negative
753,"The gorvernent keeps mention that the marcoreconomic indexes are under control, but the inflation is still on the rise. The consumer complain about the prices of grocery that a single bag of basic food requres a second mortgage. ",1,5,Negative
754,There is a lot of controversies about the datacenter near the suburban neighbor. The homeowners concern about the noise and a massive water consumption that the data facilities used. ,2,5,Negative
755,Freak Ocean produced such an incredible R&B music. His vocal has a beautiful soul with a narrative style of lyrics. ,3,None,Positive
756,A sunny day in Spring is a great time to take a dog to a park. It is a great way for an active pets to run around outdoor under a clear blue sky. ,5,None,Positive
757,"When facing an adcademic pressured, many students make bread from scratch to comfort their soul. The warm aroma of freshly baked loaf rewards them with a beautiful hot food. ",5,None,Positive
758,The average waiting time at ER is closer to 6 hours before a physician seeing a patients. ,4,None,Neutral
759,There are an animated One Direction cartoon that not a lot of people know about. This nostalgic show features the band members as the superheroes like Powerpuff girl. ,3,None,Neutral
760,"Nick Digiovanni published his recipe book call Knife drop that feature some creative recipes that anyone can cook. Each page, there is a scannable barcode that links to digital instructional guides video. ",2,5,Neutral 
761,The current news is very stressful. I hope that the war between Russia and Ukraine will end soon.,1,none,Negative
762,I wonder how python will change in the future. I'm positive that it can become better than Rust and C++.,2,none,Positive
763,"It is frustrating to read Shakespeare. Although he is a good author, I personally find books like Macbeth to be boring.",3,none,Negative
764,I find daily walking a very enjoyable experience as it almost feels like I am meditating. Sometimes I will also play rugby if I have the chance.,4,none,Positive
765,Dogs and cats are stressful to take care of. Some of the most stressful breeds are Ragdoll cats and Corgis.,5,none,Negative
766,I wonder how the economy will be due to Trump and his cabinet.  Machine learning algorithms such as ensemble trees can make predictions on the economy.,1,2,Neutral
767,Exercise with body movement such as calisthenics or barbells benefits your health. A dinner of chicken and asparagus after helps build muscle.,4,5,Neutral
768,We can make predictions on the ratings an author will receive by using K-NN or XGBoost. It can also be used to predict ratings for Netflix and Hulu shows.,2,3,Neutral
769,"I felt so happy when my dad brought home my dog, who is a mix of a terrier and chihuahua. I always enjoy a workout with her whether it is tennis or sprints!",4,5,Positive
770,Entertainment such as the Cars movie or Teletubbies targets kids. Realtors target adults with a big home like mansions or a penthouse.,3,5,Netural
771,Skipping breakfast and relying on coffee alone is a poor habit that negatively impacts energy and muscle recovery throughout the day. Nutritionists warn this is harmful long term.,4,5,Negative
772,A food delivery app uses a clustering algorithm to group customer orders by neighborhood and cuisine type. Developers say the system helps reduce delivery time and kitchen backlog.,2,5,Neutral
773,A documentary about the presidential election won several awards at this year's film festival. Critics say the storytelling and cinematography made it an enjoyable and excellent watch.,1,3,Positive
774,The mayor announced a new public wellness initiative focused on outdoor movement and community fitness. City planners are evaluating park expansions and pedestrian zones across local neighborhoods.,1,4,Neutral
775,Rising inflation is making it harder for families to afford groceries and pet food. Many owners report cutting back on their cat and dog's meals which is concerning.,1,5,Negative
776,The author's latest novel got poor reviews for its slow pacing. Readers say the cliffhangers and foreshadowing never paid off in a satisfying way.,3,none,Negative
777,The leftover soup in the fridge had gone bad by the next morning. Mold and spoilage are serious concerns when food is not stored properly.,5,none,Negative
778,The congress released a new immigration bill last Tuesday. Analysts are still reviewing the amendments and rider clauses attached to it.,1,none,Neutral
779,Adding a short yoga session to your morning routine is a great way to improve flexibility and focus. Many people report feeling energized for the rest of the day.,4,none,Positive
780,The new python script runs the data pipeline in half the time. The refactoring and modular design made it an excellent improvement overall.,2,none,Positive
781,"The fitness app released a new software upgrade that syncs up with wearable devices, allowing you to track you metrics and celebrate personal milestones",2,4,positive
782,"A bug was traced back to a bad script that needed to fully rewritten, and the rushed onset of the deadline made everything worse.",2,3,negative
783,"The immigration intake process has been overwhelming for many months, causing many families to be displaced and be stuck in a limbo as they wait for relocation and settlement support at home",1,5,neutral
784,Eating processed and frozen food packed with preservatives led to a nutrition deficiency that kept worsening with no clear solution provided,4,5,negative
785,"The author recently gave a candid interview on her recently publishes memoir, this caused very major media outler to run with it by the end of the day",1,3,positive
786,"The streaming platform had decided to move its entire catalog to cold storage, which cut costs but caused buffering issues and made archive compression a major issue",3,2,neutral
787,"Residents have decided to stage a protest after the city had announced that the community garden will be demolished as a part of rezoning plan, leaving behind an overgrown patch of land",5,1,negative
788,"The artist had started therapy during the most intense rehearsal period of her career, and this had helped shift her mindset and help her deliver the best performance of her life without the ususal backstage burnout",4,3,positive
789,"A new automation tool helps streamline the recipe workflow by handling portioning and swapping out items based on availability, help cut down prep time significantly",5,2,neutral
790,"After the singer's debut acoustic set, it had ended with a homemade meal spread backstage, and everyone in the crew said it was one of the most enjoyable nights they'd had",3,5,positive
791,"Usually on the weekend people like to do chores like grocery shopping, meal prep, laundry and cleaning so that they are ready and organized for the week",5,none,neutral
792,"Overthinking and anxiety are symptoms of anxiety disorders, which in some serious cases might not be manageable with just self-care",4,none,negative
793,The Bollywood film industry is known for making glamorous and elaborate films with a high budget production,3,none,neutral
794,Statistical analysis of a corporation's financial history helps uncover patterns and make data driven strategic decisions,2,none,neutral
795,the MUN conferences held in school are helpful to students as they learn how to debate on global and historic issues and draft resolutions,1,none,positive 
796,Actors and actress who go on press interview to promote their movie and use them to mention the ongoing war and crisis aims to raise awareness and call for humanitarian aid,1,3,positive 
797,Pet owners usually have to take their pet out for walks to release their energy. This can also be a effective way to exercise take care of your well- being at the same time,4,5,positive 
798,Recommender-system models can be trained recommend books by similar authors or series produced by the same production-house,2,3,neutral
799,"Getting a poor amount of sleep with bad nutrition can be problematic for your health. This includes not eating eating enough protein, fibre and carbs like fruits and vegetables",4,5,negative
800,"People find it enjoyable listening to music while running as it keep them in the rhythm, while some people also watch some series or podcast while walking on the treadmill this way they are getting some movement and are also not bored",3,4,positive
801,"The government used surveillance, to sucessfully see if people had legitimate citizenship. ",1,none,positive
802,"For their CS105 class, the students had to use spreeadsheets to create corpuses and then create visualzations with classifiers, which many found frustrating",2,none,negative
803,"The singer, Shawn Mendes' latest release went viral among on all streaming platforms.",3,none,positive
804,"To build endurance, he went to the gym and spent less timing stressing over little things.",4,none,neutral
805,"She bought a new bird, and he began to seriously litter partts of their home, such as the hallway",5,none,negative
806,"Their efforts to debug the code for their project, revealed issues with the current voting system. The adminstration decided to implement their efforts to create policy reform. ",1,2,neutral
807,The girl used her knowledge in data science to create a new application for worship music. Her interface was sucessfully developed using her knowledge as a vocalist.,2,3,positive 
808,"The greedy filmaker wanted his television situation-comedy, to have sponsporships, for vitamins and supplements. ",3,4,negative
809,"The couple sought out counseling with the therapist, because they kept fighting over leftovers and seasoning. ",4,5,negative
810,"The ferret knocked over the chandlier onto the stove, causing a fire, which was publicized in the magazine. ",5,1,neutral 
